timestamp,total_workers,active_workers,queue_size,requests_per_second,avg_response_time,environment
2026-02-20T15:14:37.130184,3,3,0,0,0,staging
2026-02-20T15:14:39.157035,3,3,0,0,0,staging
2026-02-20T15:14:40.552123,3,3,0,0,0,staging
2026-02-20T15:14:41.617289,3,3,0,0,0,staging
2026-02-20T15:14:42.132038,3,3,0,0,0,staging
2026-02-20T15:14:44.159094,3,3,0,0,0,staging
2026-02-20T15:14:45.554358,3,3,0,0,0,staging
2026-02-20T15:14:46.618984,3,3,0,0,0,staging
2026-02-20T15:14:47.134599,3,3,0,0,0,staging
2026-02-20T15:14:49.160807,3,3,0,0,0,staging
2026-02-20T15:14:50.556542,3,3,0,0,0,staging
2026-02-20T15:14:51.621179,3,3,0,0,0,staging
2026-02-20T15:14:52.137709,3,3,0,0,0,staging
2026-02-20T15:14:54.162433,3,3,0,0,0,staging
2026-02-20T15:14:55.557665,3,3,0,0,0,staging
2026-02-20T15:14:59.164372,3,3,0,0,0,staging
